event_id,name,start_time
699502706817410,Phiên chợ cuối năm,2016-01-09T08:00:00+0700
1628876144040385,DreamTrips- Thanh Pho Ho Chi Minh,2016-01-08T15:00:00+0700
1044168592280224,Kremlin Cup 2016,2016-01-08T11:00:00+0700
1075252359181865,Motorcycle Adventure in Vietnam Jan 2016 BOOK NOW,2016-01-08T09:00:00+0700
720909388040355,Comedy Saigon - Open Mic #2,2016-01-07T20:30:00+0700
194438797565243,Guest Artist Roisin Cunningham,2016-01-06T23:00:00+0700
1676521435919011,Z2H: Free Comedy Workshop!,2016-01-06T20:00:00+0700
1642038106013042,Khai vận - Kích hoạt khí 2016 tại Tp. HCM,2016-01-06T18:00:00+0700
1717560278459631,Offline cộng đồng ESSENCE - KẾT NỐI YÊU THƯƠNG,2016-01-06T18:00:00+0700
1084051461628235,DreamTrips - Thanh Pho Ho Chi Minh,2016-01-06T14:00:00+0700
1059847834033875,Khóa học: KHÁM PHÁ TÂM LINH,2016-01-05T20:00:00+0700
1656457407942144,HAPPY WEDDING P&M - SAVE THE DAY 03.01.2016,2016-01-03T17:30:00+0700
622805614525410,DreamTrips - Thanh Pho Ho Chi Minh,2016-01-03T14:00:00+0700
906401222748379,2nd BTS OFFLINE tại miền Nam - ATSM Team,2016-01-03T13:00:00+0700
117433408625473,Changmakeup Beauty Workshop tại HN và TP.HCM,2016-01-02T08:30:00+0700
1482282252076913,HỘI CHỢ THƯƠNG MẠI MỪNG XUÂN QUẬN 5,2016-01-02T08:00:00+0700
1633215753600006,KỶ NIỆM 6 NĂM THÀNH LẬP HĐB (2010 - 2016),2016-01-01T08:00:00+0700
1621002981483264,ĐĂNG KÝ GIA NHẬP THÀNH VIÊN CỘNG ĐỒNG DOANH NHÂN PEC,2016-01-01T00:00:00+0700
796448800481052,Saigon Animal grand opening,2016-01-01T00:00:00+0700
1664829427126625,VPBank Countdown,2015-12-31T22:00:00+0700
750748281714728,Tenishia @ NYW in Ho Chi Minh City,2015-12-31T19:00:00+0700
451197695066678,Susana @ New Years Eve Countdown in Ho Chi Minh City,2015-12-31T19:00:00+0700
471985069655963,BIGGEST NEW YEAR COUNT DOWN PARTY!!!,2015-12-31T19:00:00+0700
393788524162895,WELCOME TO SAIGON!,2015-12-31T18:00:00+0700
687073791393597,NYE @ Saigon Street Bali,2015-12-31T18:00:00+0700
795999260515174,iziShare - Bí Kíp Nói Tiếng Anh Tự Tin & Lưu Loát,2015-12-31T18:00:00+0700
503234193169664,EDM Escape Festival New Year,2015-12-31T15:00:00+0700
1185739131454038,Escape - The Next Celabration,2015-12-31T15:00:00+0700
1661242774134560,CHUCK II HỘI TỤ 6 MÀU đang có The Best Game,2015-12-31T10:00:00+0700
892649937474491,DANH NGÔN CÀ PHÊ CAFE.NET.VN,2015-12-31T00:00:00-0800
439107936255724,Khang Anh COMPUTER Thông Báo CẦN TUYỂN GẤP 4 NAM/NỮ NHÂN VIÊN KINH DOANH CAMERA QUAN SÁT (ƯU TIÊN NỮ) LƯƠNG CAO Tại TP. HCM,2015-12-31T00:00:00+0700
1557137024539335,"Sự kiện ""Tự Giới Thiệu"" - Gắn kết tình củm BGV",2015-12-31T00:00:00+0700
715990218523326,Cơ hội nhận voucher free Bar & Pub,2015-12-31T00:00:00+0700
415748961968629,SAVE the DATE - San Francisco - Ho Chi Minh City - Sister City Meetup,2015-12-30T17:30:00-0800
910717802315302,Tour Lào Giá Rẻ - Khởi Hành Sài Gòn - Đà Nẵng Tết Tây 30,2015-12-29T22:00:00+0700
455637751283813,iziShare GÒ VẤP - Chia sẻ bí quyết nói tiếng Anh tự tin,2015-12-29T18:00:00+0700
777733555669023,[BAC] - [FBA] - Khóa học FUNDAMENTAL BUSINESS ANALYSIS,2015-12-28T18:30:00+0700
1485332065108105,HIẾN MÁU NHÂN ĐẠO - HƯỚNG VỀ EA-SÚP,2015-12-28T06:30:00+0700
1006126902778254,Jonathan Mendelsohn @ HEINEKEN GREEN ROOM in Ho Chi Minh City,2015-12-27T21:00:00+0700
516363538546016,Blue Venice (HC/MC) Praha + Evil Buddhist and the Cyclop Apes (SkateCore) Praha ve Fatalu !! Vstup 50,2015-12-27T19:00:00+0100
1702841589936067,[Talkshow] Cơ hội cho sinh viên Việt Nam tại thị trường Công nghệ thông tin Nhật Bản,2015-12-27T15:00:00+0700
1723582064530645,[HCM] The first date - QingYuVN offline   Qing's b'day party,2015-12-27T14:30:00+0700
153138848383645,Ngày hội tôn vinh sự đa đạng [ICS] - LGBT Long An tham dự,2015-12-27T09:00:00+0700
486327008159121,BÍ MẬT THIỀN ÚNG DỤNG,2015-12-27T08:30:00+0700
427770110749644,LỄ HỘI ĐỒNG HƯƠNG PHÚ YÊN CHÀO NĂM MỚI 2016,2015-12-27T08:00:00+0700
963606073713590,LỄ HỘI ZUMBA TỪ THIỆN / ZUMBA FOR CHARITY,2015-12-27T08:00:00+0700
889729397809298,PES League Vietnam Tháng 12/2015,2015-12-27T08:00:00+0700
1759014187662275,GIẢI CỜ VUA SINH VIÊN UEF LẦN 2,2015-12-27T07:30:00+0700
1642191769376008,The Empty Pockets @ Conservatory of Ho Chi Minh City in Ho Chi Minh City...,2015-12-26T19:30:00+0700
1633376403589411,Saigon Street Food & Craft Beer Pairing,2015-12-26T18:30:00-0600
437179909824730,SAIGON WORKSHOP: NGHỆ THUẬT VẼ MINH HỌA THỜI TRANG,2015-12-26T18:30:00+0700
608762552594198,iziTalk - Bí Kíp Thuyết Trình Tiếng Anh Siêu Đẳng,2015-12-26T18:00:00+0700
1648052285418189,iziIELTS - Tiêu chuẩn IELTS,2015-12-26T14:00:00+0700
1621707598090699,Khóa học chứng khoán tại TP.HCM - khóa 10,2015-12-26T13:00:00+0700
848265861939083,SEO-V Summer Career Program 2016 - Ho Chi Minh City 2nd Info Session Event,2015-12-26T13:00:00+0700
760577687409496,"Trải nghiệm lớp ""Business English For Busy People"" cùng Thầy Michael Lary",2015-12-26T09:30:00+0700
890966060986998,HỘI CHỢ ĐỒ GỖ VÀ HÀNG GIA DỤNG VIỆT NAM 2015,2015-12-26T09:00:00+0700
956535171104313,LIVE WITH POWER - SỨC MẠNH KỲ DIỆU TỪ SỰ CHỮA LÀNH,2015-12-26T08:30:00+0700
1039135909440883,LUYỆN PHÁT ÂM GIỌNG MỸ VÀ GHI NHỚ TỪ VỰNG XUẤT SẮC BẰNG PHƯƠNG PHÁP DO THÁI CÙNG SMARTCOM,2015-12-26T08:00:00+0700
448685442003214,2 Hand Fair 2015,2015-12-26T08:00:00+0700
1660721680853296,Ngày Hội Không Lời,2015-12-26T08:00:00+0700
857885180996858,Chợ Phiên Cơm Có Thịt Sài Gòn T12 Lần 2 - Thứ 7,2015-12-26T08:00:00+0700
893238854063197,"Chương trình Thiên Nhiên và Em lần 2  CHỦ ĐỀ "" HỌC BỔNG SINH VIÊN TOÀN QUỐC """,2015-12-25T23:59:00+0700
1526600467663466,The Empty Pockets @ Van's Unforgettable in Ho Chi Minh City,2015-12-25T22:00:00+0700
546305222195013,**Industry Christmas Party** @ Whisky Saigon,2015-12-25T21:00:00-0500
500423840117190,Andy Moor @ OnePlus in Ho Chi Minh City,2015-12-25T21:00:00+0700
433643840174870,Jonathan Mendelsohn @ HEINEKEN GREEN ROOM in Ho Chi Minh City,2015-12-25T21:00:00+0700
972594312815030,HCMc - X'mas Positive Mass 25-12-2015,2015-12-25T20:00:00+0700
497540377073623,BEST CHRISTMAS PARTY IN SAIGON!!!!,2015-12-25T19:00:00+0700
941476189278607,GO CONNECT - 25.12.2015,2015-12-25T19:00:00+0700
1232538906760621,Lễ trao giải thưởng Công nghệ thông tin - Truyền thông TP.HCM lần VII,2015-12-25T08:30:00+0700
955871141135041,CHUYÊN ĐỀ BMS (Building Mangement system),2015-12-25T08:00:00+0700
511667155662904,The Empty Pockets @ Saigon Ranger in Ho Chi Minh City,2015-12-24T22:00:00+0700
185859111756213,Jonathan Mendelsohn @ HEINEKEN GREEN ROOM in Ho Chi Minh City,2015-12-24T21:00:00+0700
543875712442279,Andy Moor @ Vuvuzela Nguyen Binh Khiem in Ho Chi Minh City,2015-12-24T21:00:00+0700
172015596484680,Merry chirstmas,2015-12-24T19:00:00+0700
1667781873469378,GO CONNECT - 24.12.2015,2015-12-24T19:00:00+0700
447084338815697,"Dạ tiệc ""GIÁNG SINH AN LÀNH""",2015-12-24T19:00:00+0700
843988242384897,Jingle Bell Party,2015-12-24T18:30:00+0700
1651302205118023,Christmas @ Britz,2015-12-24T18:00:00+0700
450589775138851,CHRISTMAS EVE DINNER,2015-12-24T18:00:00+0700
1044978992208630,Chương trinh Buffet Bia Sài Gòn – Mừng Lễ Giáng Sinh 2015,2015-12-24T18:00:00+0700
1651687241722923,Triển lãm Giáo dục QS World MBA Tour – Các Trường Đào tạo Thạc sĩ Quản trị Kinh doanh Quốc tế - Thu 2015,2015-12-24T15:30:00+0700
555052434671073,Khai trương Texas Chicken Vincom Mega Mall Thảo Điền,2015-12-24T11:00:00+0700
985906148134228,Lễ hội Noel tại Sài Gòn,2015-12-24T09:00:00+0700
1637955923126632,Christmas at Church,2015-12-24T00:00:00+0700
196339154035041,KIds Christmas with Santa @ Britz,2015-12-23T15:00:00+0700
1518755158444609,Khóa học QUẢN LÝ VÀ GIÁM SÁT BÁN HÀNG,2015-12-23T08:30:00+0700
1718069295089021,Giao lưu doanh nhân nữ VCCI cuối năm 2015,2015-12-23T08:00:00+0700
