event_id,name
394713817404679,[THIỀN CỔNG NĂNG LƯỢNG] Dòng thời gian Tiền kiếp/Tương lai
631160783635286,Địa chỉ mua bán thảm cũ, thảm trải sàn cũ tại tpHCM
592124860905156,Carpets thảm trải sàn Crown nhập khẩu Indonesia, thảm lót sàn nhập khấu, thảm xuất xứ từ Châu Âu, TPHCM
866111476835677,Khóa học chứng khoán tại TP.HCM - khóa 8
897885713633701,HIPFEST ' LET ME SEE YOUR MOVE "
535978726569411,Cơn sốt THIỀN đang tràn về Việt Nam
1728205167392156,GẶP GỠ CUỐI NĂM VỚI TRĂNG NON
855071091220515,CÙNG NXD CHIA SẼ VIDEO BẢO VỆ ĐATN XD ĐH.KIẾN TRÚC TP.HCM-Làm Đồ Án Xây Dựng Thuê -Nhận Làm Đồ Án Tốt Nghiệp Xây Dựng Dân Dụng Thuê
1036612783035948,Giải tennis Đại học kinh tế TPHCM niên khoá 2007-2011 mở rộng
1813491758875082,Sinh Nhật Thầy Gioan Baotixita Lê Đình Cơ
407571132769856,CLB Tiếng Nhật Lần 6
427770110749644,LỄ HỘI ĐỒNG HƯƠNG PHÚ YÊN CHÀO NĂM MỚI 2016
742380505895733,WORKSHOP RUN MORE RUN
931978370186855,[HCM] GITA 11/2015 | Building Sales Incentive Scheme
1643243845945814,[HCM] REDI 05/12/2015 | Delivering Happiness (book reading)
1520387614946767,"FIT FOR SCRUM" course in HCM City - Dec 2015
822077791243799,TEAM COVER TFBOYS HCM CITY
1051599734892435,Electric Power in HCM City - Current Status and Future Outlook
1595718864010301,OFFLINE PARTY HPBD TO JACKSON YI ( HCM City ) - 95.000đ/vé
483455978483118,Mini Free Card Birthday D.O. & KaiSoo Day In HCM
917775454980540,W&W @ Hypersonic in Ho Chi Minh City, Vietnam
426286864233621,Gặp gỡ giáo sư Liu, Day Yang - giáo sư đỡ đầu của VSA NTUST và các giáo sư NTUST tại TP HCM
1207592255933943,QS World Grad School Tour in HCM city
644598465643953,Chào mừng kỉ niệm 5 năm ngày thành lập Cộng đồng Dịch giả trẻ (13/11/2010-13/11/2015)
1653917291543568,Sắp khai trương showroom thứ 21 TutiCare Phan Đăng Lưu,HCM
762028467236161,Sắp khai trương showroom thứ 21 TutiCare Phan Đăng Lưu,HCM
439107936255724,Khang Anh COMPUTER Thông Báo CẦN TUYỂN GẤP 4 NAM/NỮ NHÂN VIÊN KINH DOANH CAMERA QUAN SÁT (ƯU TIÊN NỮ) LƯƠNG CAO Tại TP. HCM
165164663837984,LỄ MỞ BÁN CĂN HỘ CAO CẤP LUXCITY 22/11/2015
1717523641810371,TED SAIGON TRI ÂN THẦY CÔ NHÂN NGÀY NHÀ GIÁO VIỆT NAM 20-11
1653871418226721,Estiva @ Queen Hall in Ho Chi Minh City, Vietnam
1013876188632714,Bao trọn gói khi làm báo cáo tài chính cuối năm 2015. Giả cả rẻ và uy tín. Có chứng chỉ CPA, kinh nghiệm làm kiểm toán và hoàn thuế.
725340260922835,Lễ trao giải cuộc thi "Viết về mẹ" - Phụ Nữ Ngày Nay
1646169172322185,Ra mắt sách MÁI TRƯỜNG THÂN YÊU - THẦY GIÁO CỦA NHỮNG HỌC SINH GIỎI TOÁN
1929229167303058,Heo Khung We
471379523018564,[CEO Series] Topic: Modern Banking and the Universal Banking Model
800361323357823,Chuyển nhượng dự án trung tâm HCM
425263714300648,RMIT University Vietnam Cao đẳng Đại học
795615873894893,Merry Christmas
1656182334649628,Party Cty mp Gia Nguyễn
1053742441317347,PhuQuoc Meeting
1591204524467956,Suur seiklus Kagu-Aasias 2016
204623723202537,Authentic Vietnam
523608244484258,LỚP HƯỚNG DẪN LÀM RAU CÂU 3D HOA CHÌM CƠ BẢN
1663241800631364,KHAI MỞ NĂNG LỰC CHỮA LÀNH TRONG BẠN
583936238376872,NGHỀ XÂY DỰNG VỚI QUY TRÌNH LÀM VIỆC MANG LẠI UY TÍN TUYỆT ĐỐI CHO BẠN - NHẬN LÀM ĐỒ ÁN TỐT NGHIỆP XÂY DỰNG DÂN DỤNG TRỌN GÓI
1635825589968063,MỨC PHÍ TỐT NHẤT CHO BẠN - BÁN ĐỒ ÁN XÂY DỰNG - BÁN TÀI LIỆU XÂY DỰNG
564979970316422,THAM QUAN DỰ ÁN CÁT TƯỜNG PHÚ NGUYÊN
311946042319623,Thoi nôi heo con
289702337887148,ngày thành lập đảng
322719451185700,Hội thảo “Việt Nam đã sẵn sàng tham gia cộng đồng kinh tế ASEAN”
1735264416705550,Khóa học: NÂNG CAO NĂNG LỰC QUẢN LÝ CẤP TRUNG CHO DOANH NGHIỆP
126357494383048,Plastics & Rubber Vietnam 2016
896603930394641,20 - 11 Môt thoáng đế nhớ
187063218296622,CEO PUBLIC SPEAKING
555949701234891,TUYỂN, DÙNG, GIỮ VÀ SA THẢI NHÂN SỰ - Lê Thẩm Dương
1087612831273155,Lớp Tiếng Anh Chuyên Ngành Logistics
820001494809516,GIỌNG HÁT VIỆT NHÍ 2016  [Thu âm vòng Online Audition]
1637400096532178,Diễn đàn phát triển kinh doanh và trao đổi hợp tác Nam-Nam giữa các nước Châu Phi và các nước Pháp ngữ khu vực Mekong
1495218810806969,[International Univeristy -VNU] 35th Year Anniversary Terry Fox Run
549806141786714,NHẬN LÀM ĐỒ ÁN TỐT NGHIỆP XÂY DỰNG TRỌN GÓI 100% TỐT NGHIỆP <CÙNG NGHỀ XÂY DỰNG CHIA SẼ CẨM NANG XÂY DỰNG HAY - SỔ TAY THỰC HÀNH KẾT CẤU CÔNG TRÌNH. TG.VŨ MẠNH HÙNG>
500423840117190,Andy Moor @ OnePlus in Ho Chi Minh City, Vietnam
1653260184922609,Latin Night with Bad Neighbour - Live @ Saigon Ranger
496623987186051,KHUYẾN MÃI THÁNG 12 TẠI HAIR SALON NGUYỄN HƯNG
1621475224798262,Chia sẽ cùng NXD - GT VẼ KỸ THUẬT XD - Làm Thuê Đồ Án Tốt Nghiệp Xây Dựng - Nhận Làm Đồ Án Môn Học Xây Dựng Trọn Gói 100% Bảo Vệ Thành Công
1027014540663777,Ferenc Snétberger-Paolo Vinaccia Duo
1502326910082235,Chương trình Bác Ái Lần thứ 23 - Campuchia
1549983025247178,Mở bán căn hộ cao cấp ngay trung tâm quận 6, quận 8, quận Bình Tân
407782336098134,IDC-Cisco Connex TelePresence Roundtable #3
714237438711761,THANKSGIVING DINNER
1683213978558267,SỨC KHỎE & SẮC ĐẸP TỪ NATURALLY PLUS JAPAN * $$$$$$$$ * HMC Tower, 193 Dinh Tien Hoang Street, Da Kao Ward, District 1, Ho Chi Minh City
1021954607820116,SN: Thanh vân
874334249323234,Ngày hội mua sắm và giải trí Hoa Học Trò GarageSale Sài Gòn
699502706817410,Phiên chợ cuối năm
920834441318402,Công bố thời khóa biểu
1714914705410262,PHUQUOC MEETING
1115755325103483,Certified Professional Coach (5-day Intensive Coaching Development Program)
172015596484680,Merry chirstmas
497474997090416,CAREER COMPASS - ĐẶT CHÂN NGAY VÀO THẾ GIỚI MARKETING & COMMUNICATIONS
830806940365171,Andy Moor @ PocPoc in Ho Chi Minh City, Vietnam
611788072227233,Dự án : Quỹ hỗ trợ cho bệnh nhân nghèo
1495816200713532,KHAI TRƯƠNG CĂN HỘ MẪU WESTERN DRAGON
287222901477269,PhanNguyễnSơnAnh
1623594147896348,QUY TRÌNH THANH TOÁN - BÁN ĐỒ ÁN XÂY DỰNG - BÁN ĐỒ ÁN TỐT NGHIỆP XÂY DỰNG
1679792062266373,Hpbd gấu mẹ
543887232441917,TRIỂN LÃM QUỐC TẾ VỀ CÔNG NGHỆ HÀN CẮT & GIA CÔNG KIM LOẠI VIỆT NAM LẦN THỨ 4 - METAL&WELD 2015
1671070769775735,『なぜ今、シュンペーターなのか』秋元征紘氏 出版記念講演 in ホーチミン
165949957093452,Ngày Chống Ế
844647615632924,RMIT Hanoi Personal Edge Workshops
137344333288686,Hợp Lớp 12 Trường Phan Đăng lưu
758027511009337,35 năm Thành lập Trường THPT Đầm Dơi - Sài Gòn về nguồn nào ^_^
883542348401279,WORKSHOP Giới thiệu 3 Khóa học Nhập môn- Concept Art- Mobile Game Art
1730971613793176,28/11/2015
1171526676197953,Vé Máy Bay Giá Rẻ 2016
122319864779198,Thôi nôi bé Kiwi
1701251846786746,Bé học xếp giấy: Origami
295802357281978,Sinh nhat
1678424979065826,Hello Sale Hunter 28,29/11
1903560073203000,Gwennili @ Saigon Outcast
922981211110550,Khai mạc Năm Thánh Lòng Thương Xót
923304757761862,Off Nhẹ Và Nhận Áo Team
573130449507448,Big Sale HMI Weintek MT6070iP 3TR/1PCS
915555705185172,Exclusive Bordeaux Chateau wine dinner with Michelin Chef Michel Portos
906260389439210,The 4th Int'l Exhibition on Metalworking and Welding Technology - Metal & Weld 2015
1674987226048875,RMIT GradKnight 2015
834368140009548,Bóng Đá 20.11
1634811676806312,Ngày hội Robothon Quốc tế 2015
910435195709879,3rd Annual Mass Yoga Practice-2015
161856760820431,Huynh Ngan & Abraham Jayanathan's wedding
1651077358490304,Young Talent Training Camp
778725858916053,Soiree Beaujolais Nouveau . Animation musicale, Ferme vivante , Mechoui et Tombola avec de nombreux lots a gagner
1094343180578474,OFFLINE MỪNG SINH NHẬT TUỔI 15 CỦA THIÊN TỈ
290760277789958,Mua 1 tặng 1, giảm lên đến 50% tại Mỹ Phẩm ToDay --- > Tìm Hiểu Thêm
553707154776476,BEFORE  I DIE, I  WANT TO.
812616372150574,Cho thuê nhà Đồng Khởi - Lê Lợi - Đông Du - Lê Thánh Tôn - Ngô Đức Kế
1640299296249931,Caravan XI-2016: Đông Bắc Biên Cương
761192977359465,TAP2 - Hang order - Quan ao cho Mua Thu Mua Dong /  Ao thun, so mi, vay dam, quan jean, quan short
1695189700704438,POUR NOEL  OFFRONS UN TOIT AUX ENFANTS DU DRAGON APPEL A MECENAT - Evenement PUBLIC -
344774822319519,Cau lac bo tieng Anh The gioi
1674692909412629,Marco MEI @ The Observatory in Ho Chi Minh, Vietnam
516654305161658,Live music with songwriter BILLY PAGE
505817212923414,Trò chuyện với Gs Tôn Thất Nguyễn Thiêm về "Nghề Nghiệp và Cơ Duyên"
928651557224644,ME Music Contest - Chung kết văn nghệ khoa CN Cơ Khí - IUH
865239423567345,DAVICHI FICTION - TIỂU THUYẾT
448681385319878,Home Game #4: Saigon Heat - Malaysia Dragons (28.11)
1049885751717830,Mundo Lingo Language Social (Saigon #5
453886348128558,Họp LỚP Dịp TẾT
889333704435896,CHỈ DUY NHẤT TẠI NGHỀ XÂY DỰNG - ÔN TẬP VÀ BẢO VỆ ĐỒ ÁN TỐT NGHIỆP XÂY DỰNG 100% TỐT NGHIỆP
148665628826112,Boom Boom
963826993656703,Trải nghiệm LIN Ơi, Mình Đi Đâu - Công cụ mới để gắn kết nhân viên
863818937066030,Tape Machine / The Lost Art / Ryan Thompson
373398742850800,HappyBirthday_23/02/1978/2016
860589890663853,Akira Yamamoto
1632099843710739,Buổi trao sách
1420029494955927,Hội Thành Viên Moon coffee ( Giảm 20% khi bạn là Thành Viên)
934165203347159,KỸ NĂNG GIÁM SÁT KINH DOANH
622805614525410,DreamTrips - Thanh Pho Ho Chi Minh, Ho Chi Minh, Vietnam
1633215753600006,KỶ NIỆM 6 NĂM THÀNH LẬP HĐB (2010 - 2016)
1097525770265879,Tuyển Nhân sự nguồn CLB Khởi nghiệp Sáng tạo
625905840883347,OSKAR OFFERMANN (WHITE, Mule - Berlin) - Supported by KIN (The Observatory)
766149570092158,Ấn Tống AN SĨ TOÀN THƯ
1048580948520263,Tiệc Gấu
196339154035041,KIds Christmas with Santa @ Britz
1617910321803458,Họp báo ra mắt single Sầu Lẻ Bóng - ca sĩ Tiểu My
134546073570468,Kỹ năng kiểm soát số liệu kế toán thuế, LẬP - ĐỌC - PHÂN TÍCH Báo cáo tài chính, Báo cáo quyết toán thuế TNDN  | KHAI GIẢNG 27/11/2015
1519188885061886,ĐÊM NHẠC GÂY QUỸ TỪ THIỆN : SẺ CHIA YÊU THƯƠNG "
547834262048687,Họp mặt mấy bạn trẻ đi chơi
1530259643962493,Mở bán đợt cuối  căn hộ Hưng Phát Silver Star MT Nguyễn Hữu Thọ
503683439801590,TAS Christmas Bazaar 2015 / Chợ phiên Giáng sinh TAS 2015
189465291389771,ĐÊM VĂN NGHỆ TRI ÂN THẦY CÔ
630508290397731,Vietnam to Cambodia Bike Ride
1510017685963283,HỘI TRAI TRUYỀN THỐNG: TÔI SINH VIÊN KHOA THƯ VIỆN - THÔNG TIN HỌC LẦN VII
1662150460691759,20/11
184997641682726,Chào Tân sinh viên 2013
979805182080949,Workshop may áo dài cách tân buổi 2 của Nghệ thuật cắt may TP Hồ Chí Minh
185119101830875,GIAO LƯU & CHIA SẺ KINH NGHIỆM TRONG GIAO DỊCH TÀU RỜI 2015
116156808747985,DISC - Thuật thấu hiểu lòng người
1723582064530645,[HCM] The first date - QingYuVN offline   Qing's b'day party
